id,municipio,tipo,establecimiento,telefono,subregion,created_at
564,San Vicente,Hotel,Hospedaje San Vicente 3,3206020922,,2026-09-07 22:46:08.780756+00
565,San Vicente,Hotel,Hospedaje San Vicente 4,31167865,,2026-09-07 22:46:08.780756+00
566,San Vicente,Hotel,Hotel Principal San Vicente 1,3215119817,,2026-09-07 22:46:08.780756+00
567,San Vicente,Restaurante,Restaurante Típico San Vicente 1,3214800212,,2026-09-07 22:46:08.780756+00
568,San Vicente,Restaurante,Restaurante Típico San Vicente 2,3014489893,,2026-09-07 22:46:08.780756+00
569,San Vicente,Restaurante,Restaurante Típico San Vicente 3,3002969211,,2026-09-07 22:46:08.780756+00
570,,,,,,2026-09-07 22:46:08.780756+00
571,Santuario,Hotel,Hospedaje Santuario 2,3211660474,,2026-09-07 22:46:08.780756+00
572,Santuario,Hotel,Hospedaje Santuario 3,3144213206,,2026-09-07 22:46:08.780756+00
573,Santuario,Hotel,Hospedaje Santuario 4,3201953649,,2026-09-07 22:46:08.780756+00
574,Santuario,Hotel,Hotel Principal Santuario 1,3138806786,,2026-09-07 22:46:08.780756+00
575,Santuario,Restaurante,Restaurante Típico Santuario 1,3146516605,,2026-09-07 22:46:08.780756+00
576,Santuario,Restaurante,Restaurante Típico Santuario 2,31263778,,2026-09-07 22:46:08.780756+00
577,Santuario,Restaurante,Restaurante Típico Santuario 3,3133277908,,2026-09-07 22:46:08.780756+00
578,,,,,,2026-09-07 22:46:08.780756+00
579,Sonsón,Hotel,Hospedaje Sonsón 2,3001705378,,2026-09-07 22:46:08.780756+00
580,Sonsón,Hotel,Hospedaje Sonsón 3,3129722297,,2026-09-07 22:46:08.780756+00
581,Sonsón,Hotel,Hospedaje Sonsón 4,3017106216,,2026-09-07 22:46:08.780756+00
582,Sonsón,Hotel,Hotel Principal Sonsón 1,32122071,,2026-09-07 22:46:08.780756+00
583,Sonsón,Hotel,Hotel Tahamí,6048691151,,2026-09-07 22:46:08.780756+00
584,Sonsón,Restaurante,Restaurante Típico Sonsón 1,3012555278,,2026-09-07 22:46:08.780756+00
585,Sonsón,Restaurante,Restaurante Típico Sonsón 2,3012257908,,2026-09-07 22:46:08.780756+00
586,Sonsón,Restaurante,Restaurante Típico Sonsón 3,3001115297,,2026-09-07 22:46:08.780756+00
587,,,,,,2026-09-07 22:46:08.780756+00
588,Abriaquí,Hotel,Hospedaje Abriaquí 2,3102631537,,2026-09-07 22:46:08.780756+00
589,Abriaquí,Hotel,Hospedaje Abriaquí 3,3202784627,,2026-09-07 22:46:08.780756+00
590,Abriaquí,Hotel,Hospedaje Abriaquí 4,3144662138,,2026-09-07 22:46:08.780756+00
591,Abriaquí,Hotel,Hotel Principal Abriaquí 1,3212093456,,2026-09-07 22:46:08.780756+00
592,Abriaquí,Restaurante,Restaurante Típico Abriaquí 1,3135149231,,2026-09-07 22:46:08.780756+00
593,Abriaquí,Restaurante,Restaurante Típico Abriaquí 2,3126328719,,2026-09-07 22:46:08.780756+00
594,Abriaquí,Restaurante,Restaurante Típico Abriaquí 3,3112949351,,2026-09-07 22:46:08.780756+00
595,,,,,,2026-09-07 22:46:08.780756+00
596,Anzá,Hotel,Hospedaje Anzá 2,3015668668,,2026-09-07 22:46:08.780756+00
597,Anzá,Hotel,Hospedaje Anzá 3,3112318284,,2026-09-07 22:46:08.780756+00
598,Anzá,Hotel,Hospedaje Anzá 4,3003022849,,2026-09-07 22:46:08.780756+00
599,Anzá,Hotel,Hotel Principal Anzá 1,3125205833,,2026-09-07 22:46:08.780756+00
600,Anzá,Restaurante,Restaurante Típico Anzá 1,3214649676,,2026-09-07 22:46:08.780756+00
601,Anzá,Restaurante,Restaurante Típico Anzá 2,3012157912,,2026-09-07 22:46:08.780756+00
602,Anzá,Restaurante,Restaurante Típico Anzá 3,3008660844,,2026-09-07 22:46:08.780756+00
603,,,,,,2026-09-07 22:46:08.780756+00
604,Armenia,Hotel,Hospedaje Armenia 2,3108213524,,2026-09-07 22:46:08.780756+00
605,Armenia,Hotel,Hospedaje Armenia 3,3201739611,,2026-09-07 22:46:08.780756+00
606,Armenia,Hotel,Hospedaje Armenia 4,3134502199,,2026-09-07 22:46:08.780756+00
607,Armenia,Hotel,Hotel Principal Armenia 1,3121191795,,2026-09-07 22:46:08.780756+00
608,Armenia,Restaurante,Restaurante Típico Armenia 1,3146227325,,2026-09-07 22:46:08.780756+00
609,Armenia,Restaurante,Restaurante Típico Armenia 2,3101877246,,2026-09-07 22:46:08.780756+00
610,Armenia,Restaurante,Restaurante Típico Armenia 3,3208199662,,2026-09-07 22:46:08.780756+00
611,,,,,,2026-09-07 22:46:08.780756+00
612,Buriticá,Hotel,Hospedaje Buriticá 2,3123243807,,2026-09-07 22:46:08.780756+00
613,Buriticá,Hotel,Hospedaje Buriticá 3,3011259044,,2026-09-07 22:46:08.780756+00
614,Buriticá,Hotel,Hospedaje Buriticá 4,3001401218,,2026-09-07 22:46:08.780756+00
615,Buriticá,Hotel,Hotel Principal Buriticá 1,3141649769,,2026-09-07 22:46:08.780756+00
616,Buriticá,Restaurante,Restaurante Típico Buriticá 1,3017280472,,2026-09-07 22:46:08.780756+00
617,Buriticá,Restaurante,Restaurante Típico Buriticá 2,3117481098,,2026-09-07 22:46:08.780756+00
618,Buriticá,Restaurante,Restaurante Típico Buriticá 3,3204288104,,2026-09-07 22:46:08.780756+00
619,,,,,,2026-09-07 22:46:08.780756+00
620,Cañasgordas,Hotel,Hospedaje Cañasgordas 2,3204296774,,2026-09-07 22:46:08.780756+00
621,Cañasgordas,Hotel,Hospedaje Cañasgordas 3,31156149,,2026-09-07 22:46:08.780756+00
622,Cañasgordas,Hotel,Hospedaje Cañasgordas 4,3001904827,,2026-09-07 22:46:08.780756+00
623,Cañasgordas,Hotel,Hotel Principal Cañasgordas 1,3008162574,,2026-09-07 22:46:08.780756+00
624,Cañasgordas,Restaurante,Restaurante Típico Cañasgordas 1,3135677448,,2026-09-07 22:46:08.780756+00
625,Cañasgordas,Restaurante,Restaurante Típico Cañasgordas 2,3008980846,,2026-09-07 22:46:08.780756+00
626,Cañasgordas,Restaurante,Restaurante Típico Cañasgordas 3,3017151021,,2026-09-07 22:46:08.780756+00
627,,,,,,2026-09-07 22:46:08.780756+00
628,Dabeiba,Hotel,Hospedaje Dabeiba 2,3127374807,,2026-09-07 22:46:08.780756+00
629,Dabeiba,Hotel,Hospedaje Dabeiba 3,3105472214,,2026-09-07 22:46:08.780756+00
630,Dabeiba,Hotel,Hospedaje Dabeiba 4,30123970,,2026-09-07 22:46:08.780756+00
631,Dabeiba,Hotel,Hotel Principal Dabeiba 1,3123826803,,2026-09-07 22:46:08.780756+00
632,Dabeiba,Restaurante,Restaurante Típico Dabeiba 1,3105393912,,2026-09-07 22:46:08.780756+00
633,Dabeiba,Restaurante,Restaurante Típico Dabeiba 2,32053246,,2026-09-07 22:46:08.780756+00
634,Dabeiba,Restaurante,Restaurante Típico Dabeiba 3,3135307008,,2026-09-07 22:46:08.780756+00
635,,,,,,2026-09-07 22:46:08.780756+00
636,Ebéjico,Hotel,Hospedaje Ebéjico 2,3207919617,,2026-09-07 22:46:08.780756+00
637,Ebéjico,Hotel,Hospedaje Ebéjico 3,3148639284,,2026-09-07 22:46:08.780756+00
638,Ebéjico,Hotel,Hospedaje Ebéjico 4,3001771775,,2026-09-07 22:46:08.780756+00
639,Ebéjico,Hotel,Hotel Principal Ebéjico 1,3013604938,,2026-09-07 22:46:08.780756+00
640,Ebéjico,Restaurante,Restaurante Típico Ebéjico 1,3128250406,,2026-09-07 22:46:08.780756+00
641,Ebéjico,Restaurante,Restaurante Típico Ebéjico 2,3129804776,,2026-09-07 22:46:08.780756+00
642,Ebéjico,Restaurante,Restaurante Típico Ebéjico 3,3133730752,,2026-09-07 22:46:08.780756+00
643,,,,,,2026-09-07 22:46:08.780756+00
644,Frontino,Hotel,Hospedaje Frontino 2,3112262916,,2026-09-07 22:46:08.780756+00
645,Frontino,Hotel,Hospedaje Frontino 3,3118499959,,2026-09-07 22:46:08.780756+00
646,Frontino,Hotel,Hospedaje Frontino 4,3109393671,,2026-09-07 22:46:08.780756+00
647,Frontino,Hotel,Hotel Principal Frontino 1,3102928907,,2026-09-07 22:46:08.780756+00
648,Frontino,Restaurante,Restaurante Típico Frontino 1,3113816007,,2026-09-07 22:46:08.780756+00
649,Frontino,Restaurante,Restaurante Típico Frontino 2,31468014,,2026-09-07 22:46:08.780756+00
650,Frontino,Restaurante,Restaurante Típico Frontino 3,3134377519,,2026-09-07 22:46:08.780756+00
651,,,,,,2026-09-07 22:46:08.780756+00
652,Giraldo,Hotel,Hospedaje Giraldo 2,3118378956,,2026-09-07 22:46:08.780756+00
653,Giraldo,Hotel,Hospedaje Giraldo 3,3139375215,,2026-09-07 22:46:08.780756+00
654,Giraldo,Hotel,Hospedaje Giraldo 4,3002617491,,2026-09-07 22:46:08.780756+00
655,Giraldo,Hotel,Hotel Principal Giraldo 1,3219105372,,2026-09-07 22:46:08.780756+00
656,Giraldo,Restaurante,Restaurante Típico Giraldo 1,3007461552,,2026-09-07 22:46:08.780756+00
657,Giraldo,Restaurante,Restaurante Típico Giraldo 2,3131808591,,2026-09-07 22:46:08.780756+00
658,Giraldo,Restaurante,Restaurante Típico Giraldo 3,3019534913,,2026-09-07 22:46:08.780756+00
659,,,,,,2026-09-07 22:46:08.780756+00
660,Heliconia,Hotel,Hospedaje Heliconia 2,3145762483,,2026-09-07 22:46:08.780756+00
661,Heliconia,Hotel,Hospedaje Heliconia 3,3143137303,,2026-09-07 22:46:08.780756+00
662,Heliconia,Hotel,Hospedaje Heliconia 4,3202714625,,2026-09-07 22:46:08.780756+00
663,Heliconia,Hotel,Hotel Principal Heliconia 1,3123877303,,2026-09-07 22:46:08.780756+00
664,Heliconia,Restaurante,Restaurante Típico Heliconia 1,3103772205,,2026-09-07 22:46:08.780756+00
665,Heliconia,Restaurante,Restaurante Típico Heliconia 2,3126953613,,2026-09-07 22:46:08.780756+00
666,Heliconia,Restaurante,Restaurante Típico Heliconia 3,3105979997,,2026-09-07 22:46:08.780756+00
667,,,,,,2026-09-07 22:46:08.780756+00
668,Liborina,Hotel,Hospedaje Liborina 2,3144412021,,2026-09-07 22:46:08.780756+00
669,Liborina,Hotel,Hospedaje Liborina 3,3127750106,,2026-09-07 22:46:08.780756+00
670,Liborina,Hotel,Hospedaje Liborina 4,3101485775,,2026-09-07 22:46:08.780756+00
671,Liborina,Hotel,Hotel Principal Liborina 1,3101484313,,2026-09-07 22:46:08.780756+00
672,Liborina,Restaurante,Restaurante Típico Liborina 1,3003133287,,2026-09-07 22:46:08.780756+00
673,Liborina,Restaurante,Restaurante Típico Liborina 2,3121460864,,2026-09-07 22:46:08.780756+00
674,Liborina,Restaurante,Restaurante Típico Liborina 3,3145855859,,2026-09-07 22:46:08.780756+00
675,,,,,,2026-09-07 22:46:08.780756+00
676,Olaya,Hotel,Hospedaje Olaya 2,3106142137,,2026-09-07 22:46:08.780756+00
677,Olaya,Hotel,Hospedaje Olaya 3,3214905727,,2026-09-07 22:46:08.780756+00
678,Olaya,Hotel,Hospedaje Olaya 4,3135969253,,2026-09-07 22:46:08.780756+00
679,Olaya,Hotel,Hotel Principal Olaya 1,3149008273,,2026-09-07 22:46:08.780756+00
680,Olaya,Restaurante,Restaurante Típico Olaya 1,3118603061,,2026-09-07 22:46:08.780756+00
681,Olaya,Restaurante,Restaurante Típico Olaya 2,3112011169,,2026-09-07 22:46:08.780756+00
682,Olaya,Restaurante,Restaurante Típico Olaya 3,31310121,,2026-09-07 22:46:08.780756+00
683,,,,,,2026-09-07 22:46:08.780756+00
684,Peque,Hotel,Hospedaje Peque 2,3141675188,,2026-09-07 22:46:08.780756+00
685,Peque,Hotel,Hospedaje Peque 3,31398735,,2026-09-07 22:46:08.780756+00
686,Peque,Hotel,Hospedaje Peque 4,3208565517,,2026-09-07 22:46:08.780756+00
687,Peque,Hotel,Hotel Principal Peque 1,3203849301,,2026-09-07 22:46:08.780756+00
688,Peque,Restaurante,Restaurante Típico Peque 1,3126216248,,2026-09-07 22:46:08.780756+00
689,Peque,Restaurante,Restaurante Típico Peque 2,31158120,,2026-09-07 22:46:08.780756+00
690,Peque,Restaurante,Restaurante Típico Peque 3,3136618883,,2026-09-07 22:46:08.780756+00
691,,,,,,2026-09-07 22:46:08.780756+00
692,Sabanalarga,Hotel,Hospedaje Sabanalarga 2,3136647532,,2026-09-07 22:46:08.780756+00
693,Sabanalarga,Hotel,Hospedaje Sabanalarga 3,3113372797,,2026-09-07 22:46:08.780756+00
694,Sabanalarga,Hotel,Hospedaje Sabanalarga 4,3106998638,,2026-09-07 22:46:08.780756+00
695,Sabanalarga,Hotel,Hotel Principal Sabanalarga 1,3148802354,,2026-09-07 22:46:08.780756+00
696,Sabanalarga,Restaurante,Restaurante Típico Sabanalarga 1,3115535834,,2026-09-07 22:46:08.780756+00
697,Sabanalarga,Restaurante,Restaurante Típico Sabanalarga 2,3132710782,,2026-09-07 22:46:08.780756+00
698,Sabanalarga,Restaurante,Restaurante Típico Sabanalarga 3,3017202788,,2026-09-07 22:46:08.780756+00
699,,,,,,2026-09-07 22:46:08.780756+00
700,San Jerónimo,Hotel,Hostería El Faro,6048582233,,2026-09-07 22:46:08.780756+00
701,San Jerónimo,Hotel,Hostería Florida Tropical,6048581818,,2026-09-07 22:46:08.780756+00
702,San Jerónimo,Hotel,Hostería Los Recuerdos,6048581234,,2026-09-07 22:46:08.780756+00
703,San Jerónimo,Hotel,Hotel Boutique San Jerónimo,3011617556,,2026-09-07 22:46:08.780756+00
704,San Jerónimo,Hotel,Hotel Colonial San Jerónimo,3112345678,,2026-09-07 22:46:08.780756+00
705,San Jerónimo,Hotel,Hotel Colonial San Jerónimo,31441632,,2026-09-07 22:46:08.780756+00
706,San Jerónimo,Hotel,Hotel Plaza San Jerónimo,3143672343,,2026-09-07 22:46:08.780756+00
707,San Jerónimo,Hotel,Hotel Real San Jerónimo,3207955802,,2026-09-07 22:46:08.780756+00
708,San Jerónimo,Restaurante,Asados Donde Pacho,3125678901,,2026-09-07 22:46:08.780756+00
709,San Jerónimo,Restaurante,Café del Parque,3005678901,,2026-09-07 22:46:08.780756+00
710,San Jerónimo,Restaurante,Restaurante El Mirador de San Jerónimo,3117314288,,2026-09-07 22:46:08.780756+00
711,San Jerónimo,Restaurante,Restaurante El Pueblito,3109876543,,2026-09-07 22:46:08.780756+00
712,San Jerónimo,Restaurante,Restaurante La Casona de San Jerónimo,3213725537,,2026-09-07 22:46:08.780756+00
713,San Jerónimo,Restaurante,Restaurante Tradición de San Jerónimo,3213593985,,2026-09-07 22:46:08.780756+00
714,,,,,,2026-09-07 22:46:08.780756+00
715,San Juan de Urabá,Hotel,Hospedaje San Juan de Urabá 2,3107845888,,2026-09-07 22:46:08.780756+00
716,San Juan de Urabá,Hotel,Hospedaje San Juan de Urabá 3,3126524629,,2026-09-07 22:46:08.780756+00
717,San Juan de Urabá,Hotel,Hospedaje San Juan de Urabá 4,3149858897,,2026-09-07 22:46:08.780756+00
718,San Juan de Urabá,Hotel,Hotel Principal San Juan de Urabá 1,3007937979,,2026-09-07 22:46:08.780756+00
719,San Juan de Urabá,Restaurante,Restaurante Típico San Juan de Urabá 1,3209790222,,2026-09-07 22:46:08.780756+00
720,San Juan de Urabá,Restaurante,Restaurante Típico San Juan de Urabá 2,31041576,,2026-09-07 22:46:08.780756+00
721,San Juan de Urabá,Restaurante,Restaurante Típico San Juan de Urabá 3,3149859574,,2026-09-07 22:46:08.780756+00
722,,,,,,2026-09-07 22:46:08.780756+00
723,Santa Fe de Antioquia,Hotel,Hostería El Cortijo,6048531333,,2026-09-07 22:46:08.780756+00
724,Santa Fe de Antioquia,Hotel,Hostería Tonusco Campestre,6048531402,,2026-09-07 22:46:08.780756+00
725,Santa Fe de Antioquia,Hotel,Hotel Boutique Santa Fe de Antioquia,3007630504,,2026-09-07 22:46:08.780756+00
726,Santa Fe de Antioquia,Hotel,Hotel Casablanca,6048532456,,2026-09-07 22:46:08.780756+00
727,Santa Fe de Antioquia,Hotel,Hotel Colonial Santa Fe de Antioquia,3129588458,,2026-09-07 22:46:08.780756+00
728,Santa Fe de Antioquia,Hotel,Hotel Mariscal Robledo,6048531111,,2026-09-07 22:46:08.780756+00
729,Santa Fe de Antioquia,Hotel,Hotel Plaza Santa Fe de Antioquia,30182936,,2026-09-07 22:46:08.780756+00
730,Santa Fe de Antioquia,Hotel,Hotel Real Santa Fe de Antioquia,32199588,,2026-09-07 22:46:08.780756+00
731,Santa Fe de Antioquia,Restaurante,Asados Santa Fe,3001234567,,2026-09-07 22:46:08.780756+00
732,Santa Fe de Antioquia,Restaurante,Restaurante El Mirador de Santa Fe de Antioquia,31172565,,2026-09-07 22:46:08.780756+00
733,Santa Fe de Antioquia,Restaurante,Restaurante La Casona de Santa Fe de Antioquia,31072517,,2026-09-07 22:46:08.780756+00
734,Santa Fe de Antioquia,Restaurante,Restaurante La Comadre,31045678,,2026-09-07 22:46:08.780756+00
735,Santa Fe de Antioquia,Restaurante,Restaurante La Cuadra,3123456789,,2026-09-07 22:46:08.780756+00
736,Santa Fe de Antioquia,Restaurante,Restaurante Tradición de Santa Fe de Antioquia,3215860246,,2026-09-07 22:46:08.780756+00
737,,,,,,2026-09-07 22:46:08.780756+00
738,Sopetrán,Hotel,Hostería La Estancia,6048541234,,2026-09-07 22:46:08.780756+00
739,Sopetrán,Hotel,Hostería Santa Fe Real,31045678,,2026-09-07 22:46:08.780756+00
740,Sopetrán,Hotel,Hotel Boutique Sopetrán,3213470444,,2026-09-07 22:46:08.780756+00
741,Sopetrán,Hotel,Hotel Campestre El Jardín,3123456789,,2026-09-07 22:46:08.780756+00
742,Sopetrán,Hotel,Hotel Colonial Sopetrán,31214048,,2026-09-07 22:46:08.780756+00
743,Sopetrán,Hotel,Hotel El Virrey,3112345678,,2026-09-07 22:46:08.780756+00
744,Sopetrán,Hotel,Hotel Plaza Sopetrán,3114804226,,2026-09-07 22:46:08.780756+00
745,Sopetrán,Hotel,Hotel Real Sopetrán,3144703051,,2026-09-07 22:46:08.780756+00
746,Sopetrán,Restaurante,Asados del Valle,31345678,,2026-09-07 22:46:08.780756+00
747,Sopetrán,Restaurante,Restaurante El Mirador de Sopetrán,3136134649,,2026-09-07 22:46:08.780756+00
748,Sopetrán,Restaurante,Restaurante El Rincón,3119876543,,2026-09-07 22:46:08.780756+00
749,Sopetrán,Restaurante,Restaurante La Casona de Sopetrán,3203128711,,2026-09-07 22:46:08.780756+00
750,Sopetrán,Restaurante,Restaurante Tradición de Sopetrán,3014509492,,2026-09-07 22:46:08.780756+00
751,Sopetrán,Restaurante,Restaurante Típico Sopetrán,30045678,,2026-09-07 22:46:08.780756+00
752,,,,,,2026-09-07 22:46:08.780756+00
753,Uramita,Hotel,Hospedaje Uramita 2,3131972406,,2026-09-07 22:46:08.780756+00
754,Uramita,Hotel,Hospedaje Uramita 3,3213398564,,2026-09-07 22:46:08.780756+00
755,Uramita,Hotel,Hospedaje Uramita 4,3132446878,,2026-09-07 22:46:08.780756+00
756,Uramita,Hotel,Hotel Principal Uramita 1,30063066,,2026-09-07 22:46:08.780756+00
757,Uramita,Restaurante,Restaurante Típico Uramita 1,32087150,,2026-09-07 22:46:08.780756+00
758,Uramita,Restaurante,Restaurante Típico Uramita 2,3139986225,,2026-09-07 22:46:08.780756+00
759,Uramita,Restaurante,Restaurante Típico Uramita 3,3141677427,,2026-09-07 22:46:08.780756+00
760,,,,,,2026-09-07 22:46:08.780756+00
761,Barbosa,Hotel,Hospedaje Barbosa 2,3119800206,,2026-09-07 22:46:08.780756+00
762,Barbosa,Hotel,Hospedaje Barbosa 3,31279584,,2026-09-07 22:46:08.780756+00
763,Barbosa,Hotel,Hospedaje Barbosa 4,31329909,,2026-09-07 22:46:08.780756+00
764,Barbosa,Hotel,Hotel Barbosa Real,60400000,,2026-09-07 22:46:08.780756+00
765,Barbosa,Hotel,Hotel Principal Barbosa 1,3008167283,,2026-09-07 22:46:08.780756+00
766,Barbosa,Restaurante,Restaurante Típico Barbosa,30000000,,2026-09-07 22:46:08.780756+00
767,Barbosa,Restaurante,Restaurante Típico Barbosa 1,3132351211,,2026-09-07 22:46:08.780756+00
768,Barbosa,Restaurante,Restaurante Típico Barbosa 2,3131245953,,2026-09-07 22:46:08.780756+00
769,Barbosa,Restaurante,Restaurante Típico Barbosa 3,3133870248,,2026-09-07 22:46:08.780756+00
770,,,,,,2026-09-07 22:46:08.780756+00
771,Bello,Hotel,Hospedaje Bello 2,3141201434,,2026-09-07 22:46:08.780756+00
772,Bello,Hotel,Hospedaje Bello 3,3118236563,,2026-09-07 22:46:08.780756+00
773,Bello,Hotel,Hospedaje Bello 4,3001367788,,2026-09-07 22:46:08.780756+00
774,Bello,Hotel,Hotel Bello Real,60400000,,2026-09-07 22:46:08.780756+00
775,Bello,Hotel,Hotel Perlatto,3142535815,,2026-09-07 22:46:08.780756+00
776,Bello,Hotel,Hotel Principal Bello 1,3146599537,,2026-09-07 22:46:08.780756+00
777,Bello,Restaurante,Restaurante Típico Bello,30000000,,2026-09-07 22:46:08.780756+00
778,Bello,Restaurante,Restaurante Típico Bello 1,3121476191,,2026-09-07 22:46:08.780756+00
779,Bello,Restaurante,Restaurante Típico Bello 2,31339493,,2026-09-07 22:46:08.780756+00
780,Bello,Restaurante,Restaurante Típico Bello 3,3205602689,,2026-09-07 22:46:08.780756+00
781,,,,,,2026-09-07 22:46:08.780756+00
782,Caldas,Hotel,Hospedaje Caldas 2,3102604685,,2026-09-07 22:46:08.780756+00
783,Caldas,Hotel,Hospedaje Caldas 3,3114197285,,2026-09-07 22:46:08.780756+00
784,Caldas,Hotel,Hospedaje Caldas 4,3113529481,,2026-09-07 22:46:08.780756+00
785,Caldas,Hotel,Hotel Caldas Real,60400000,,2026-09-07 22:46:08.780756+00
786,Caldas,Hotel,Hotel Principal Caldas 1,3112223559,,2026-09-07 22:46:08.780756+00
787,Caldas,Restaurante,Restaurante Típico Caldas,30000000,,2026-09-07 22:46:08.780756+00
788,Caldas,Restaurante,Restaurante Típico Caldas 1,3018048904,,2026-09-07 22:46:08.780756+00
789,Caldas,Restaurante,Restaurante Típico Caldas 2,3213567844,,2026-09-07 22:46:08.780756+00
790,Caldas,Restaurante,Restaurante Típico Caldas 3,3218921317,,2026-09-07 22:46:08.780756+00
791,,,,,,2026-09-07 22:46:08.780756+00
792,Copacabana,Hotel,Hospedaje Copacabana 2,3204981073,,2026-09-07 22:46:08.780756+00
793,Copacabana,Hotel,Hospedaje Copacabana 3,3008597955,,2026-09-07 22:46:08.780756+00
794,Copacabana,Hotel,Hospedaje Copacabana 4,3002339273,,2026-09-07 22:46:08.780756+00
795,Copacabana,Hotel,Hotel Copacabana Real,60400000,,2026-09-07 22:46:08.780756+00
796,Copacabana,Hotel,Hotel Principal Copacabana 1,3206040443,,2026-09-07 22:46:08.780756+00
797,Copacabana,Restaurante,Restaurante Típico Copacabana,30000000,,2026-09-07 22:46:08.780756+00
798,Copacabana,Restaurante,Restaurante Típico Copacabana 1,3145117366,,2026-09-07 22:46:08.780756+00
799,Copacabana,Restaurante,Restaurante Típico Copacabana 2,3115776891,,2026-09-07 22:46:08.780756+00
800,Copacabana,Restaurante,Restaurante Típico Copacabana 3,3217189397,,2026-09-07 22:46:08.780756+00
801,,,,,,2026-09-07 22:46:08.780756+00
802,Envigado,Hotel,Arame Hotel Envigado,60448062,,2026-09-07 22:46:08.780756+00
803,Envigado,Hotel,Hostería El Tambo,3113456789,,2026-09-07 22:46:08.780756+00
804,Envigado,Hotel,Hotel Ayenda Portón,6043324545,,2026-09-07 22:46:08.780756+00
805,Envigado,Hotel,Hotel Boutique Envigado,3211099593,,2026-09-07 22:46:08.780756+00
806,Envigado,Hotel,Hotel City Express,6046045151,,2026-09-07 22:46:08.780756+00
807,Envigado,Hotel,Hotel Colonial Envigado,3126675145,,2026-09-07 22:46:08.780756+00
808,Envigado,Hotel,Hotel Plaza Envigado,3206349714,,2026-09-07 22:46:08.780756+00
809,Envigado,Hotel,Hotel Real Envigado,31224920,,2026-09-07 22:46:08.780756+00
810,Envigado,Hotel,Hotel Zafiro,60430130,,2026-09-07 22:46:08.780756+00
811,Envigado,Restaurante,Mistura,6044485088,,2026-09-07 22:46:08.780756+00
812,Envigado,Restaurante,Restaurante El Hatillo,6043314567,,2026-09-07 22:46:08.780756+00
813,Envigado,Restaurante,Restaurante El Mirador de Envigado,3108535224,,2026-09-07 22:46:08.780756+00
814,Envigado,Restaurante,Restaurante La Casona de Envigado,3005823407,,2026-09-07 22:46:08.780756+00
815,Envigado,Restaurante,Restaurante La Doctora,6043321234,,2026-09-07 22:46:08.780756+00
816,Envigado,Restaurante,Restaurante Tradición de Envigado,3013282402,,2026-09-07 22:46:08.780756+00
817,,,,,,2026-09-07 22:46:08.780756+00
818,Girardota,Hotel,Hospedaje Girardota 2,3126780607,,2026-09-07 22:46:08.780756+00
819,Girardota,Hotel,Hospedaje Girardota 3,3005450537,,2026-09-07 22:46:08.780756+00
820,Girardota,Hotel,Hospedaje Girardota 4,3126867989,,2026-09-07 22:46:08.780756+00
821,Girardota,Hotel,Hotel Girardota Real,60400000,,2026-09-07 22:46:08.780756+00
822,Girardota,Hotel,Hotel Principal Girardota 1,3141515269,,2026-09-07 22:46:08.780756+00
823,Girardota,Restaurante,Restaurante Típico Girardota,30000000,,2026-09-07 22:46:08.780756+00
824,Girardota,Restaurante,Restaurante Típico Girardota 1,3014992243,,2026-09-07 22:46:08.780756+00
825,Girardota,Restaurante,Restaurante Típico Girardota 2,3128093634,,2026-09-07 22:46:08.780756+00
826,Girardota,Restaurante,Restaurante Típico Girardota 3,3146937423,,2026-09-07 22:46:08.780756+00
827,,,,,,2026-09-07 22:46:08.780756+00
828,Itagüí,Hotel,Hospedaje Itagüí 2,3011418417,,2026-09-07 22:46:08.780756+00
829,Itagüí,Hotel,Hospedaje Itagüí 3,3116316743,,2026-09-07 22:46:08.780756+00
830,Itagüí,Hotel,Hospedaje Itagüí 4,3103776822,,2026-09-07 22:46:08.780756+00
831,Itagüí,Hotel,Hotel Itagüí Real,60400000,,2026-09-07 22:46:08.780756+00
832,Itagüí,Hotel,Hotel Principal Itagüí 1,3138200857,,2026-09-07 22:46:08.780756+00
833,Itagüí,Restaurante,Restaurante Típico Itagüí,30000000,,2026-09-07 22:46:08.780756+00
834,Itagüí,Restaurante,Restaurante Típico Itagüí 1,3007831689,,2026-09-07 22:46:08.780756+00
835,Itagüí,Restaurante,Restaurante Típico Itagüí 2,3108257718,,2026-09-07 22:46:08.780756+00
836,Itagüí,Restaurante,Restaurante Típico Itagüí 3,3144888089,,2026-09-07 22:46:08.780756+00
837,,,,,,2026-09-07 22:46:08.780756+00
838,La Estrella,Hotel,Hospedaje La Estrella 2,3141235183,,2026-09-07 22:46:08.780756+00
839,La Estrella,Hotel,Hospedaje La Estrella 3,3104044925,,2026-09-07 22:46:08.780756+00
840,La Estrella,Hotel,Hospedaje La Estrella 4,3005457286,,2026-09-07 22:46:08.780756+00
841,La Estrella,Hotel,Hotel La Estrella Real,60400000,,2026-09-07 22:46:08.780756+00
842,La Estrella,Hotel,Hotel Principal La Estrella 1,3102334174,,2026-09-07 22:46:08.780756+00
843,La Estrella,Restaurante,Restaurante Típico La Estrella,30000000,,2026-09-07 22:46:08.780756+00
844,La Estrella,Restaurante,Restaurante Típico La Estrella 1,3109933076,,2026-09-07 22:46:08.780756+00
845,La Estrella,Restaurante,Restaurante Típico La Estrella 2,3218875617,,2026-09-07 22:46:08.780756+00
